gene_id	gene_name	gene_source	gene_biotype
ENSRNOG00000052214	U6	ensembl	snRNA
ENSRNOG00000006305	Slc38a2	ensembl	protein_coding
ENSRNOG00000058147	AABR07058804.1	ensembl	lincRNA
ENSRNOG00000055438	AABR07058805.1	ensembl	lincRNA
ENSRNOG00000055003	AABR07058815.1	ensembl	lincRNA
ENSRNOG00000061549	AABR07058816.1	ensembl	lincRNA
ENSRNOG00000006653	Slc38a4	ensembl	protein_coding
ENSRNOG00000036515	AABR07058826.1	ensembl	miRNA
ENSRNOG00000007032	Amigo2	ensembl	protein_coding
ENSRNOG00000022807	Pced1b	ensembl	protein_coding
ENSRNOG00000002475	AABR07058831.1	ensembl	processed_pseudogene
ENSRNOG00000056773	AABR07058838.1	ensembl	lincRNA
ENSRNOG00000045554	LOC102551901	ensembl	protein_coding
ENSRNOG00000053405	Rpap3	ensembl	protein_coding
ENSRNOG00000056446	Endou	ensembl	protein_coding
ENSRNOG00000059961	Rapgef3	ensembl	protein_coding
ENSRNOG00000053196	Slc48a1	ensembl	protein_coding
ENSRNOG00000055597	Hdac7	ensembl	protein_coding
ENSRNOG00000054420	Vdr	ensembl	protein_coding
ENSRNOG00000058874	7SK	ensembl	misc_RNA
ENSRNOG00000053269	Tmem106c	ensembl	protein_coding
ENSRNOG00000058560	Col2a1	ensembl	protein_coding
ENSRNOG00000054297	Senp1	ensembl	protein_coding
ENSRNOG00000022260	Senp1	ensembl	protein_coding
ENSRNOG00000060456	AC110306.3	ensembl	snoRNA
ENSRNOG00000057988	Pfkm	ensembl	protein_coding
ENSRNOG00000010099	Asb8	ensembl	protein_coding
ENSRNOG00000021945	Ccdc184	ensembl	protein_coding
ENSRNOG00000053603	AC110306.2	ensembl	protein_coding
ENSRNOG00000059936	Olr1102	ensembl	protein_coding
ENSRNOG00000010749	Olfr286	ensembl	protein_coding
ENSRNOG00000029545	H1f7	ensembl	protein_coding
ENSRNOG00000032447	Zfp641	ensembl	protein_coding
ENSRNOG00000031284	Olr1104	ensembl	protein_coding
ENSRNOG00000032839	Olr1105	ensembl	protein_coding
ENSRNOG00000033022	Olr1106	ensembl	protein_coding
ENSRNOG00000058860	AC103129.4	ensembl	lincRNA
ENSRNOG00000051835	AC103129.1	ensembl	lincRNA
ENSRNOG00000010787	Olr1107	ensembl	protein_coding
ENSRNOG00000052505	U2	ensembl	snRNA
ENSRNOG00000010804	Olr1108	ensembl	protein_coding
ENSRNOG00000057792	AC103129.3	ensembl	lincRNA
ENSRNOG00000010811	Lalba	ensembl	protein_coding
ENSRNOG00000031503	Olr1111	ensembl	protein_coding
ENSRNOG00000053541	Kansl2	ensembl	protein_coding
ENSRNOG00000052908	AC103129.2	ensembl	snoRNA
ENSRNOG00000060385	AC103129.5	ensembl	snoRNA
ENSRNOG00000055738	LOC103692976	ensembl	protein_coding
ENSRNOG00000060185	LOC103690317	ensembl	protein_coding
ENSRNOG00000055609	AC129405.2	ensembl	snoRNA
ENSRNOG00000052175	AC129405.1	ensembl	snoRNA
ENSRNOG00000053054	Ccnt1	ensembl	protein_coding
ENSRNOG00000057264	Tex49	ensembl	protein_coding
ENSRNOG00000054757	Adcy6	ensembl	protein_coding
ENSRNOG00000054274	Cacnb3	ensembl	protein_coding
ENSRNOG00000060154	Ddx23	ensembl	protein_coding
ENSRNOG00000059857	Rnd1	ensembl	protein_coding
ENSRNOG00000058916	Ccdc65	ensembl	protein_coding
ENSRNOG00000054775	Fkbp11	ensembl	protein_coding
ENSRNOG00000061238	Wnt10b	ensembl	protein_coding
ENSRNOG00000061818	Wnt1	ensembl	protein_coding
ENSRNOG00000054166	U6	ensembl	snRNA
ENSRNOG00000059605	Ddn	ensembl	protein_coding
ENSRNOG00000061499	Kmt2d	ensembl	protein_coding
ENSRNOG00000054385	Rhebl1	ensembl	protein_coding
ENSRNOG00000053675	Dhh	ensembl	protein_coding
ENSRNOG00000061607	Lmbr1l	ensembl	protein_coding
ENSRNOG00000059545	AC114446.1	ensembl	protein_coding
ENSRNOG00000053468	Tuba1b	ensembl	protein_coding
ENSRNOG00000060728	Tuba1a	ensembl	protein_coding
ENSRNOG00000021438	Tuba1c	ensembl	protein_coding
ENSRNOG00000052880	Prph	ensembl	protein_coding
ENSRNOG00000060703	Troap	ensembl	protein_coding
ENSRNOG00000056764	AC110690.1	ensembl	miRNA
ENSRNOG00000060020	C1ql4	ensembl	protein_coding
ENSRNOG00000053498	Dnajc22	ensembl	protein_coding
ENSRNOG00000057315	Kcnh3	ensembl	protein_coding
ENSRNOG00000052307	Spats2	ensembl	protein_coding
ENSRNOG00000061082	U1	ensembl	snRNA
ENSRNOG00000054838	Mcrs1	ensembl	protein_coding
ENSRNOG00000057766	SNORA70	ensembl	snoRNA
ENSRNOG00000054250	Fam186b	ensembl	protein_coding
ENSRNOG00000052539	Prpf40b	ensembl	protein_coding
ENSRNOG00000056297	Fmnl3	ensembl	protein_coding
ENSRNOG00000055579	Tmbim6	ensembl	protein_coding
ENSRNOG00000056678	Nckap5l	ensembl	protein_coding
ENSRNOG00000058430	Bcdin3d	ensembl	protein_coding
ENSRNOG00000053258	Faim2	ensembl	protein_coding
ENSRNOG00000054378	Aqp2	ensembl	protein_coding
ENSRNOG00000051970	Aqp5	ensembl	protein_coding
ENSRNOG00000053181	Aqp6	ensembl	protein_coding
ENSRNOG00000049033	Racgap1	ensembl	protein_coding
ENSRNOG00000059765	Asic1	ensembl	protein_coding
ENSRNOG00000061572	Smarcd1	ensembl	protein_coding
ENSRNOG00000056457	Gpd1	ensembl	protein_coding
ENSRNOG00000061425	Cox14	ensembl	protein_coding
ENSRNOG00000052990	Cers5	ensembl	protein_coding
ENSRNOG00000059801	Lima1	ensembl	protein_coding
ENSRNOG00000056338	AABR07058884.1	ensembl	protein_coding
ENSRNOG00000051393	U12	ensembl	snRNA
ENSRNOG00000057943	AABR07058884.2	ensembl	protein_coding
ENSRNOG00000055307	AABR07058886.1	ensembl	protein_coding
ENSRNOG00000056106	Dip2b	ensembl	protein_coding
ENSRNOG00000061088	Atf1	ensembl	protein_coding
ENSRNOG00000031099	Tmprss12	ensembl	protein_coding
ENSRNOG00000059336	U6	ensembl	snRNA
ENSRNOG00000001376	Mettl7a	ensembl	protein_coding
ENSRNOG00000046069	Higd1c	ensembl	protein_coding
ENSRNOG00000019550	Slc11a2	ensembl	protein_coding
ENSRNOG00000053802	AABR07058899.1	ensembl	pseudogene
ENSRNOG00000029855	Letmd1	ensembl	protein_coding
ENSRNOG00000019653	Csrnp2	ensembl	protein_coding
ENSRNOG00000032395	Tfcp2	ensembl	protein_coding
ENSRNOG00000004595	Pou6f1	ensembl	protein_coding
ENSRNOG00000004628	Dazap2	ensembl	protein_coding
ENSRNOG00000048932	Smagp	ensembl	protein_coding
ENSRNOG00000031930	Bin2	ensembl	protein_coding
ENSRNOG00000053754	AABR07058907.1	ensembl	miRNA
ENSRNOG00000059554	AABR07058907.2	ensembl	lincRNA
ENSRNOG00000004725	Cela1	ensembl	protein_coding
ENSRNOG00000033059	Galnt6	ensembl	protein_coding
ENSRNOG00000028879	Slc4a8	ensembl	protein_coding
ENSRNOG00000005309	Scn8a	ensembl	protein_coding
ENSRNOG00000032026	AABR07058914.1	ensembl	pseudogene
ENSRNOG00000049733	Ankrd33	ensembl	protein_coding
ENSRNOG00000028713	Acvrl1	ensembl	protein_coding
ENSRNOG00000006934	Acvr1b	ensembl_havana	protein_coding
ENSRNOG00000060019	LOC103692984	havana	antisense
ENSRNOG00000007346	Grasp	ensembl_havana	protein_coding
ENSRNOG00000051446	AC119007.2	havana	lincRNA
ENSRNOG00000055573	AC119007.5	havana	lincRNA
ENSRNOG00000053143	AC119007.3	havana	lincRNA
ENSRNOG00000007607	Nr4a1	ensembl_havana	protein_coding
ENSRNOG00000007756	Atg101	ensembl_havana	protein_coding
ENSRNOG00000036872	AC119007.1	ensembl	protein_coding
ENSRNOG00000054935	AC119007.4	havana	lincRNA
ENSRNOG00000025994	Krt80	ensembl_havana	protein_coding
ENSRNOG00000046625	AC097791.1	havana	processed_pseudogene
ENSRNOG00000008057	Krt7	ensembl_havana	protein_coding
ENSRNOG00000032859	Krt83	ensembl_havana	protein_coding
ENSRNOG00000008242	RGD1305207	ensembl_havana	protein_coding
ENSRNOG00000036871	Krt81	ensembl_havana	protein_coding
ENSRNOG00000008367	Krt86	ensembl_havana	protein_coding
ENSRNOG00000030814	Kb23	ensembl_havana	protein_coding
ENSRNOG00000008436	Krt85	ensembl_havana	protein_coding
ENSRNOG00000008819	Krt84	ensembl_havana	protein_coding
ENSRNOG00000033403	Krt82	ensembl_havana	protein_coding
ENSRNOG00000009105	Kb15	ensembl_havana	protein_coding
ENSRNOG00000060938	AC097791.4	ensembl	miRNA
ENSRNOG00000043203	Krt75	ensembl_havana	protein_coding
ENSRNOG00000052708	AC097791.2	ensembl	miRNA
ENSRNOG00000054046	AC097791.3	havana	unprocessed_pseudogene
ENSRNOG00000009160	AABR07073350.1	havana	unprocessed_pseudogene
ENSRNOG00000057808	AABR07073350.2	ensembl	miRNA
ENSRNOG00000053703	AABR07058918.1	havana	protein_coding
ENSRNOG00000062119	LOC102551453	ensembl	lincRNA
ENSRNOG00000050420	Krt5	ensembl_havana	protein_coding
ENSRNOG00000056365	AABR07058922.1	ensembl	miRNA
ENSRNOG00000049495	Krt71	ensembl_havana	protein_coding
ENSRNOG00000059206	AABR07073351.1	havana	unprocessed_pseudogene
ENSRNOG00000030876	Krt72	ensembl_havana	protein_coding
ENSRNOG00000025087	Krt73	ensembl_havana	protein_coding
ENSRNOG00000009563	Krt2	ensembl_havana	protein_coding
ENSRNOG00000009614	LOC300249	havana	processed_pseudogene
ENSRNOG00000028996	Krt1	ensembl_havana	protein_coding
ENSRNOG00000036865	Krt77	ensembl_havana	protein_coding
ENSRNOG00000031785	Krt76	ensembl_havana	protein_coding
ENSRNOG00000060783	AC108351.4	ensembl	miRNA
ENSRNOG00000057014	AC108351.1	havana	processed_pseudogene
ENSRNOG00000032332	Krt4	ensembl_havana	protein_coding
ENSRNOG00000058340	Krt79	ensembl_havana	protein_coding
ENSRNOG00000058741	AC108351.2	ensembl	miRNA
ENSRNOG00000059790	Krt78	ensembl_havana	protein_coding
ENSRNOG00000059186	AC108351.3	havana	processed_pseudogene
ENSRNOG00000009779	Krt8	ensembl_havana	protein_coding
ENSRNOG00000057674	AABR07058925.1	ensembl	lincRNA
ENSRNOG00000047393	Krt18	ensembl_havana	protein_coding
ENSRNOG00000010103	Eif4b	ensembl_havana	protein_coding
ENSRNOG00000010588	Tns2	ensembl	protein_coding
ENSRNOG00000010793	Spryd3	ensembl	protein_coding
ENSRNOG00000010977	Igfbp6	ensembl	protein_coding
ENSRNOG00000053769	Soat2	ensembl	protein_coding
ENSRNOG00000011573	Csad	ensembl	protein_coding
ENSRNOG00000012192	Znf740	ensembl	protein_coding
ENSRNOG00000012208	Itgb7	ensembl	protein_coding
ENSRNOG00000012499	Rarg	ensembl	protein_coding
ENSRNOG00000062295	Gm9918	havana	protein_coding
ENSRNOG00000012832	Mfsd5	ensembl	protein_coding
ENSRNOG00000012835	Espl1	ensembl	protein_coding
ENSRNOG00000012985	Pfdn5	ensembl	protein_coding
ENSRNOG00000013343	Myg1	ensembl	protein_coding
ENSRNOG00000013445	Aaas	ensembl	protein_coding
ENSRNOG00000014082	Sp7	ensembl	protein_coding
ENSRNOG00000060121	U6	ensembl	snRNA
ENSRNOG00000057592	U6	ensembl	snRNA
ENSRNOG00000014084	Sp1	ensembl	protein_coding
ENSRNOG00000014850	Amhr2	ensembl	protein_coding
ENSRNOG00000042094	Prr13	ensembl	protein_coding
ENSRNOG00000036852	Pcbp2	ensembl	protein_coding
ENSRNOG00000055213	Gm27406	ensembl	misc_RNA
ENSRNOG00000015134	Map3k12	ensembl	protein_coding
ENSRNOG00000042355	Tarbp2	ensembl	protein_coding
ENSRNOG00000047739	Npff	ensembl	protein_coding
ENSRNOG00000015269	Atf7	ensembl	protein_coding
ENSRNOG00000055978	U6	ensembl	snRNA
ENSRNOG00000015320	Atp5mc2	ensembl	protein_coding
ENSRNOG00000048982	LOC100912282	ensembl	protein_coding
ENSRNOG00000056692	AABR07058930.1	ensembl	pseudogene
ENSRNOG00000016100	AABR07058934.1	ensembl	protein_coding
ENSRNOG00000028679	Hoxc13	ensembl	protein_coding
ENSRNOG00000016116	Hoxc12	ensembl	protein_coding
ENSRNOG00000055918	AABR07058934.2	ensembl	lincRNA
ENSRNOG00000016141	Hoxc11	ensembl	protein_coding
ENSRNOG00000016149	Hoxc10	ensembl_havana	protein_coding
ENSRNOG00000035614	Mir196a	ensembl	miRNA
ENSRNOG00000016199	Hoxc9	ensembl	protein_coding
ENSRNOG00000028619	Hoxc8	ensembl	protein_coding
ENSRNOG00000016442	Hoxc6	ensembl	protein_coding
ENSRNOG00000016598	Hoxc5	ensembl	protein_coding
ENSRNOG00000036514	Mir615	ensembl	miRNA
ENSRNOG00000016613	Hoxc4	ensembl	protein_coding
ENSRNOG00000052893	AABR07058935.1	ensembl	lincRNA
ENSRNOG00000052450	AABR07058936.1	ensembl	pseudogene
ENSRNOG00000036842	Smug1	ensembl	protein_coding
ENSRNOG00000036841	Cbx5	ensembl	protein_coding
ENSRNOG00000036839	Hnrnpa1	ensembl	protein_coding
ENSRNOG00000036837	Nfe2	ensembl	protein_coding
ENSRNOG00000036836	AABR07058937.1	ensembl	protein_coding
ENSRNOG00000036835	Copz1	ensembl	protein_coding
ENSRNOG00000035525	Mir148b	ensembl	miRNA
ENSRNOG00000036834	Gpr84	ensembl	protein_coding
ENSRNOG00000036833	Zfp385a	ensembl	protein_coding
ENSRNOG00000057451	Itga5	ensembl	protein_coding
ENSRNOG00000036831	Gtsf1	ensembl	protein_coding
ENSRNOG00000036830	RGD1563200	ensembl	protein_coding
ENSRNOG00000036829	Nckap1l	ensembl	protein_coding
ENSRNOG00000036828	Pde1b	ensembl	protein_coding
ENSRNOG00000036827	Ppp1r1a	ensembl	protein_coding
ENSRNOG00000036826	Glycam1	ensembl_havana	protein_coding
ENSRNOG00000036825	Spt1	ensembl	protein_coding
ENSRNOG00000062171	AABR07058954.1	havana	processed_transcript
ENSRNOG00000053626	AABR07058955.1	ensembl	lincRNA
ENSRNOG00000054057	AABR07058955.2	ensembl	lincRNA
ENSRNOG00000015447	Calcoco1	ensembl_havana	protein_coding
ENSRNOG00000047477	LOC102555445	ensembl	protein_coding
ENSRNOG00000054065	AABR07058976.1	ensembl	lincRNA
ENSRNOG00000029876	Gucy1a2	ensembl_havana	protein_coding
ENSRNOG00000062137	AABR07068887.2	havana	sense_intronic
ENSRNOG00000062117	AABR07068887.1	havana	processed_pseudogene
ENSRNOG00000062096	AABR07068905.1	havana	processed_pseudogene
ENSRNOG00000053742	U6	ensembl	snRNA
ENSRNOG00000058998	U4	ensembl	snRNA
ENSRNOG00000005795	Aasdhppt	ensembl	protein_coding
ENSRNOG00000022252	Kbtbd3	ensembl	protein_coding
ENSRNOG00000022245	Msantd4	ensembl	protein_coding
ENSRNOG00000006957	Gria4	ensembl	protein_coding
ENSRNOG00000046263	AC107267.1	ensembl	miRNA
ENSRNOG00000055520	AABR07068932.1	ensembl	snoRNA
ENSRNOG00000059346	Gm24896	ensembl	snoRNA
ENSRNOG00000007372	Casp1	ensembl	protein_coding
ENSRNOG00000033697	Casp4	ensembl	protein_coding
ENSRNOG00000033434	Casp12	ensembl	protein_coding
ENSRNOG00000060886	AABR07068949.1	ensembl	lincRNA
ENSRNOG00000033199	AABR07068955.1	ensembl	protein_coding
ENSRNOG00000030899	Vom1r25	ensembl	protein_coding
ENSRNOG00000048916	Vom1r24	ensembl	protein_coding
ENSRNOG00000046431	Vom2r25	ensembl	protein_coding
ENSRNOG00000049838	Vom2r24	ensembl	protein_coding
ENSRNOG00000048963	Vom2r23	ensembl	protein_coding
ENSRNOG00000026033	Actl9b	ensembl	protein_coding
ENSRNOG00000053294	AABR07068975.1	ensembl	processed_pseudogene
ENSRNOG00000057314	AABR07068980.1	ensembl	processed_pseudogene
ENSRNOG00000049092	Vom2r18	ensembl_havana	protein_coding
ENSRNOG00000051195	Vom2r22	ensembl_havana	protein_coding
ENSRNOG00000050991	LOC100910798	ensembl_havana	protein_coding
ENSRNOG00000029148	Pdgfd	ensembl_havana	protein_coding
ENSRNOG00000022081	Ddi1	ensembl_havana	pseudogene
ENSRNOG00000060907	AABR07068997.1	ensembl	lincRNA
ENSRNOG00000055410	LOC102553498	ensembl	lincRNA
ENSRNOG00000060517	AABR07069008.2	ensembl	lincRNA
ENSRNOG00000061918	AABR07069008.3	ensembl	lincRNA
ENSRNOG00000052530	AABR07069008.1	ensembl	lincRNA
ENSRNOG00000055895	AABR07069011.1	ensembl	protein_coding
ENSRNOG00000032070	Dync2h1	ensembl	protein_coding
ENSRNOG00000008390	Dcun1d5	ensembl	protein_coding
ENSRNOG00000008478	Mmp13	ensembl	protein_coding
ENSRNOG00000030187	Mmp12	ensembl	protein_coding
ENSRNOG00000008881	Mmp1b	ensembl	protein_coding
ENSRNOG00000032626	Mmp3	ensembl	protein_coding
ENSRNOG00000032353	Mmp1	ensembl	protein_coding
ENSRNOG00000032832	Mmp10	ensembl	protein_coding
ENSRNOG00000009907	Mmp8	ensembl	protein_coding
ENSRNOG00000040208	Mmp27	ensembl	protein_coding
ENSRNOG00000021896	Mmp20	ensembl	protein_coding
ENSRNOG00000010507	Mmp7	ensembl	protein_coding
ENSRNOG00000010584	Tmem123	ensembl	protein_coding
ENSRNOG00000010602	Birc2	ensembl	protein_coding
ENSRNOG00000005731	Birc3	ensembl	protein_coding
ENSRNOG00000005933	Yap1	ensembl	protein_coding
ENSRNOG00000043410	Cfap300	ensembl	protein_coding
ENSRNOG00000021839	Cep126	ensembl	protein_coding
ENSRNOG00000006283	LOC100359922	ensembl	pseudogene
ENSRNOG00000006324	Trpc6	ensembl	protein_coding
ENSRNOG00000055808	AABR07069066.1	ensembl	snoRNA
ENSRNOG00000060166	AABR07069067.1	ensembl	lincRNA
ENSRNOG00000006831	Pgr	ensembl	protein_coding
ENSRNOG00000026821	Arhgap42	ensembl	protein_coding
ENSRNOG00000007038	Cntn5	ensembl	protein_coding
ENSRNOG00000061498	AABR07069100.1	ensembl	lincRNA
ENSRNOG00000056877	7SK	ensembl	misc_RNA
ENSRNOG00000008114	AABR07069128.1	havana	processed_pseudogene
ENSRNOG00000060057	AABR07069186.1	ensembl	lincRNA
ENSRNOG00000059516	AABR07069197.1	ensembl	lincRNA
ENSRNOG00000054346	AABR07069205.1	ensembl	lincRNA
ENSRNOG00000047133	Jrkl	ensembl	protein_coding
ENSRNOG00000005713	Ccdc82	ensembl	protein_coding
ENSRNOG00000005879	Maml2	ensembl	protein_coding
ENSRNOG00000005923	Mtmr2	ensembl	protein_coding
ENSRNOG00000006792	Cep57	ensembl	protein_coding
ENSRNOG00000024863	Fam76b	ensembl	protein_coding
ENSRNOG00000054478	AABR07069211.1	ensembl	lincRNA
ENSRNOG00000054064	AABR07069213.1	ensembl	lincRNA
ENSRNOG00000052076	AABR07069218.1	ensembl	lincRNA
ENSRNOG00000053722	AABR07069218.2	ensembl	lincRNA
ENSRNOG00000008173	Sesn3	ensembl	protein_coding
ENSRNOG00000024757	AABR07069219.1	ensembl	protein_coding
ENSRNOG00000024726	LOC108348070	ensembl	protein_coding
ENSRNOG00000008490	Cwc15	ensembl	protein_coding
ENSRNOG00000008990	Amotl1	ensembl	protein_coding
ENSRNOG00000009043	Piwil4	ensembl	protein_coding
ENSRNOG00000059178	AABR07073360.1	ensembl	protein_coding
ENSRNOG00000009157	Fut4	ensembl	protein_coding
ENSRNOG00000009203	RGD1561795	ensembl	protein_coding
ENSRNOG00000009233	Ankrd49	ensembl	protein_coding
ENSRNOG00000009506	Mre11	ensembl	protein_coding
ENSRNOG00000030318	Gpr83	ensembl	protein_coding
ENSRNOG00000056945	LOC102549408	ensembl	lincRNA
ENSRNOG00000019894	Izumo1r	ensembl	protein_coding
ENSRNOG00000045905	Kdm4d	ensembl	protein_coding
ENSRNOG00000051989	AABR07069227.1	ensembl	lincRNA
ENSRNOG00000010060	Panx1	ensembl	protein_coding
ENSRNOG00000056092	Hephl1	ensembl	protein_coding
ENSRNOG00000052585	7SK	ensembl	misc_RNA
ENSRNOG00000060736	U1	ensembl	snRNA
ENSRNOG00000060932	AABR07069230.1	ensembl	snoRNA
ENSRNOG00000010480	Vstm5	ensembl	protein_coding
ENSRNOG00000010496	Med17	ensembl	protein_coding
ENSRNOG00000010887	RGD1309534	ensembl	protein_coding
ENSRNOG00000010921	Taf1d	ensembl	protein_coding
ENSRNOG00000051707	AC105648.3	ensembl	snoRNA
ENSRNOG00000061688	AC105648.11	ensembl	snoRNA
ENSRNOG00000052161	AC105648.4	ensembl	snoRNA
ENSRNOG00000050012	AC105648.1	ensembl	miRNA
ENSRNOG00000059339	Gm25791	ensembl	snoRNA
ENSRNOG00000058606	Gm22620	ensembl	snoRNA
ENSRNOG00000057682	Gm24357	ensembl	snoRNA
ENSRNOG00000051521	AC105648.2	ensembl	snoRNA
ENSRNOG00000054457	AC105648.5	ensembl	snoRNA
ENSRNOG00000010999	Cep295	ensembl	protein_coding
ENSRNOG00000055845	AC105648.6	ensembl	snoRNA
ENSRNOG00000057204	AC105648.7	ensembl	snoRNA
ENSRNOG00000011162	Smco4	ensembl	protein_coding
ENSRNOG00000061247	Deup1	ensembl	protein_coding
ENSRNOG00000056348	AABR07069235.1	ensembl	lincRNA
ENSRNOG00000011455	Slc36a4	ensembl	protein_coding
ENSRNOG00000045736	AABR07069238.1	ensembl	protein_coding
ENSRNOG00000008972	Mtnr1b	ensembl	protein_coding
ENSRNOG00000011585	Fat3	ensembl	protein_coding
ENSRNOG00000031522	LOC689840	ensembl	protein_coding
ENSRNOG00000041897	5S_rRNA	ensembl	rRNA
ENSRNOG00000012119	AABR07069282.1	ensembl	pseudogene
ENSRNOG00000031660	LOC500948	ensembl	protein_coding
ENSRNOG00000018291	LOC103693015	ensembl	protein_coding
ENSRNOG00000024200	LOC690235	ensembl	protein_coding
ENSRNOG00000060204	AABR07069301.1	ensembl	snoRNA
ENSRNOG00000026643	Chordc1	ensembl	protein_coding
ENSRNOG00000005955	Naalad2	ensembl	protein_coding
ENSRNOG00000052334	RGD1304745	ensembl	pseudogene
ENSRNOG00000060155	7SK	ensembl	misc_RNA
ENSRNOG00000054772	AABR07069336.1	ensembl	protein_coding
ENSRNOG00000060954	AABR07069336.2	ensembl	snoRNA
ENSRNOG00000050583	Olr1115	ensembl	protein_coding
ENSRNOG00000049455	Olr1117	ensembl	protein_coding
ENSRNOG00000030856	Olr1118	ensembl	protein_coding
ENSRNOG00000026629	Mbd3l2	ensembl	protein_coding
ENSRNOG00000045969	LOC103693022	ensembl	protein_coding
ENSRNOG00000048946	LOC100911893	ensembl	protein_coding
ENSRNOG00000050764	Olr1138	ensembl	protein_coding
ENSRNOG00000045903	Olr1139	ensembl	protein_coding
ENSRNOG00000054195	AABR07069352.1	ensembl	pseudogene
ENSRNOG00000034283	Olr1119	ensembl	protein_coding
ENSRNOG00000057602	AABR07069360.1	ensembl	lincRNA
ENSRNOG00000056921	7SK	ensembl	misc_RNA
ENSRNOG00000039933	AABR07069371.2	ensembl	protein_coding
ENSRNOG00000006363	Mbd3l1	ensembl	protein_coding
ENSRNOG00000039931	AABR07069371.1	ensembl	protein_coding
ENSRNOG00000057842	7SK	ensembl	misc_RNA
ENSRNOG00000006428	Olr1121	ensembl	protein_coding
ENSRNOG00000006439	Olr1122	ensembl	protein_coding
ENSRNOG00000051847	LOC686748	ensembl	protein_coding
ENSRNOG00000046796	Olr1124	ensembl	protein_coding
ENSRNOG00000026489	Olr1125	ensembl	protein_coding
ENSRNOG00000030845	Olr1126	ensembl	protein_coding
ENSRNOG00000029054	Olr1128	ensembl	protein_coding
ENSRNOG00000050565	Olr1130	ensembl	protein_coding
ENSRNOG00000039922	Olr1129	ensembl	protein_coding
ENSRNOG00000039919	Olr1132	ensembl	protein_coding
ENSRNOG00000049064	Olr1135	ensembl	protein_coding
ENSRNOG00000047576	Olr1137	ensembl	protein_coding
ENSRNOG00000050182	LOC100911944	ensembl	protein_coding
ENSRNOG00000048018	LOC100911988	ensembl	protein_coding
ENSRNOG00000059923	AABR07073367.1	ensembl	pseudogene
ENSRNOG00000045713	Olr1142	ensembl	protein_coding
ENSRNOG00000048354	Olr1143	ensembl	protein_coding
ENSRNOG00000032512	Olr1144	ensembl	protein_coding
ENSRNOG00000050124	Olr1145	ensembl	protein_coding
ENSRNOG00000059525	U6	ensembl	snRNA
ENSRNOG00000006577	Olr1147	ensembl	protein_coding
ENSRNOG00000006584	Olr1148	ensembl	protein_coding
ENSRNOG00000057779	Olr1149	ensembl	protein_coding
ENSRNOG00000055639	Olr1151	ensembl	protein_coding
ENSRNOG00000030753	Olr1155	ensembl	protein_coding
ENSRNOG00000029802	Olr1156	ensembl	protein_coding
ENSRNOG00000056472	U6	ensembl	snRNA
ENSRNOG00000006684	Zfp317	ensembl	protein_coding
