PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,CHEMSPIDER,KEGG,HMDB_ID,P_value,qvalues,abs(fold_change),fold_change,getVipVn.caecum_mixture.oplsda.
1666,linoleoylcarnitine (C18:2)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",46223,LC/MS Pos Late,100003151,1430,424.34214,36816-10-1,6450015,4952667,NA,HMDB06469,0.793875841,0.917681733,1.023895998,1.023895998,0.040474813
941,valylleucine,Peptide,Dipeptide,39994,LC/MS Pos Early,100003210,3138,231.17032,22906-55-4,352039,312586,NA,HMDB29131,0.74711155,0.913392075,1.582766063,1.582766063,0.039199407
3882,(3'-5')-adenylylguanosine*,Nucleotide,Dinucleotide,62760,LC/MS Neg,100020724,1980,611.13691,NA,444337,392294,NA,NA,0.955514779,0.92326884,0.969689263,-2.062516393,0.036906858
1483,3-methylglutarate/2-methylglutarate,Lipid,"Fatty Acid, Dicarboxylate",54676,LC/MS Polar,100010834,2832,145.05063,NA,NA,11781,NA,HMDB00752,0.788237229,0.917681733,1.239435883,1.239435883,0.025960385
3747,adenosine 2'-monophosphate (2'-AMP),Nucleotide,"Purine Metabolism, Adenine containing",36815,LC/MS Neg,100001694,1497.7,346.0558,130-49-4,94136,NA,C00946,HMDB11617,0.718804399,0.91326652,0.688562217,-2.904603171,0.025012
2686,phytosphingosine,Lipid,Sphingolipid Synthesis,1510,LC/MS Pos Late,469,1367,318.30027,554-62-1,122121,21238683,C12144,HMDB04610,0.726177764,0.913392075,1.206989153,1.206989153,0.023116119
1324,valerate (5:0),Lipid,Short Chain Fatty Acid,33443,LC/MS Neg,1136,1718,101.0608,109-52-4,7991,7701,C00803,HMDB00892,0.917148833,0.92326884,1.023053318,1.023053318,0.022950861
1309,malonate,Lipid,Fatty Acid Synthesis,15872,LC/MS Polar,818,3447,103.00368,141-82-2;26522-22-85-0,867,844,C00383,HMDB00691,0.724535418,0.913392075,0.955464462,-2.093222804,0.022566664
1275,N6-carboxymethyllysine,Carbohydrate,Advanced Glycation End-product,36713,LC/MS Pos Early,100001768,2500,205.11829,1404817,123800,11217184,NA,NA,0.908128014,0.92326884,1.02182479,1.02182479,0.021712505
1664,nervonoylcarnitine (C24:1)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",57531,LC/MS Pos Late,100015846,1602,510.45168,NA,NA,NA,NA,NA,0.951558791,0.92326884,0.91646173,-2.182306074,0.017852094
1489,3-hydroxyadipate*,Lipid,"Fatty Acid, Dicarboxylate",62069,LC/MS Polar,100004396,3131,161.04554,NA,151913,133894,NA,HMDB00345,0.517185307,0.824114028,1.031573303,1.031573303,0.016968858
2530,glycerol,Lipid,Glycerolipid Metabolism,15122,LC/MS Neg,1254,758,91.04007,56-81-5,753,733,C00116,HMDB00131,0.470589715,0.822899862,0.501621183,-3.987072453,0.015380837
3881,(3'-5')-adenylylcytidine,Nucleotide,Dinucleotide,52753,LC/MS Neg,100009062,1920,571.13076,4833-63-0,10875494,9050769,NA,NA,0.728575304,0.913392075,1.125392291,1.125392291,0.013698946
4019,carotene diol (3),Cofactors and Vitamins,Vitamin A Metabolism,57637,LC/MS Pos Late,100015968,1948,568.42786,NA,NA,NA,NA,NA,0.717343227,0.91326652,0.964455402,-2.073709158,0.013419886
112,fructosyllysine,Amino Acid,Lysine Metabolism,46227,LC/MS Pos Early,100005373,2784,309.16563,21291-40-7,123708,110281,NA,NA,0.730673461,0.913392075,1.193682647,1.193682647,0.009843707
498,5-oxoproline,Amino Acid,Glutathione Metabolism,1494,LC/MS Neg,1021,738.5,128.03531,98-79-3,7405,7127,C01879,HMDB00267,0.888849476,0.92326884,0.935348553,-2.138240332,0.009387271
3154,taurochenodeoxycholic acid 3-sulfate,Lipid,Secondary Bile Acid Metabolism,62890,LC/MS Neg,100021093,4809,288.61951,NA,NA,24850141,NA,HMDB02486,0.677231309,0.90273406,0.9639002,-2.074903605,0.008065255
