category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,padjust
GO:0051596,1,0.977520762,0,2,methylglyoxal catabolic process,BP,1
GO:0051597,1,0.892444731,0,10,response to methylmercury,BP,1
GO:0051598,1,0.988662863,0,1,meiotic recombination checkpoint,BP,1
GO:0051599,1,0.915835667,0,8,response to hydrostatic pressure,BP,1
GO:0051602,1,0.588170923,0,49,response to electrical stimulus,BP,1
GO:0051606,1,0.413568417,0,80,detection of stimulus,BP,1
GO:0051608,1,0.925324141,0,7,histamine transport,BP,1
GO:0051610,1,0.988963062,0,1,serotonin uptake,BP,1
GO:0051611,1,0.988963062,0,1,regulation of serotonin uptake,BP,1
GO:0051612,1,0.988963062,0,1,negative regulation of serotonin uptake,BP,1
GO:0051620,1,0.97745329,0,2,norepinephrine uptake,BP,1
GO:0051621,1,0.988662847,0,1,regulation of norepinephrine uptake,BP,1
GO:0051639,1,0.936452252,0,6,actin filament network formation,BP,1
GO:0051642,1,0.72607308,0,30,centrosome localization,BP,1
GO:0051643,1,0.945338875,0,5,endoplasmic reticulum localization,BP,1
GO:0051645,1,0.864901401,0,13,Golgi localization,BP,1
GO:0051646,1,0.706991721,0,33,mitochondrion localization,BP,1
GO:0051647,1,0.777288212,0,25,nucleus localization,BP,1
GO:0051653,1,0.686585382,0,36,spindle localization,BP,1
GO:0051654,1,0.859193424,0,15,establishment of mitochondrion localization,BP,1
GO:0051657,1,0.900446071,0,10,maintenance of organelle location,BP,1
GO:0051659,1,0.988662931,0,1,maintenance of mitochondrion location,BP,1
GO:0051660,1,0.916368035,0,8,establishment of centrosome localization,BP,1
GO:0051661,1,0.941609132,0,6,maintenance of centrosome location,BP,1
GO:0051664,1,0.977453375,0,2,nuclear pore localization,BP,1
GO:0051665,1,0.968338613,0,3,membrane raft localization,BP,1
GO:0051666,1,0.936165799,0,6,actin cortical patch localization,BP,1
GO:0051668,1,0.291229159,0,115,localization within membrane,BP,1
GO:0051673,1,0.988662923,0,1,membrane disruption in other organism,BP,1
GO:0051683,1,0.923268719,0,7,establishment of Golgi localization,BP,1
GO:0051684,1,0.967273893,0,3,maintenance of Golgi location,BP,1
GO:0051685,1,0.988662931,0,1,maintenance of ER location,BP,1
GO:0051691,1,0.988662919,0,1,cellular oligosaccharide metabolic process,BP,1
GO:0051692,1,0.988662919,0,1,cellular oligosaccharide catabolic process,BP,1
GO:0051693,1,0.797707041,0,21,actin filament capping,BP,1
GO:0051694,1,0.977477184,0,2,pointed-end actin filament capping,BP,1
GO:0051695,1,0.988789446,0,1,actin filament uncapping,BP,1
GO:0051697,1,0.988671005,0,1,protein delipidation,BP,1
GO:0051701,1,0.280535894,0,113,interaction with host,BP,1
GO:0051703,1,0.791112625,0,26,intraspecies interaction between organisms,BP,1
GO:0051705,1,0.699989543,0,37,multi-organism behavior,BP,1
GO:0051708,1,0.988662598,0,1,intracellular protein transport in other organism involved in symbiotic interaction,BP,1
GO:0051709,1,0.933870313,0,6,regulation of killing of cells of other organism,BP,1
GO:0051712,1,0.933870313,0,6,positive regulation of killing of cells of other organism,BP,1
GO:0051715,1,0.977453375,0,2,cytolysis in other organism,BP,1
GO:0051725,1,0.96636969,0,3,protein de-ADP-ribosylation,BP,1
GO:0051728,1,0.988662558,0,1,"cell cycle switching, mitotic to meiotic cell cycle",BP,1
GO:0051729,1,0.988662558,0,1,"germline cell cycle switching, mitotic to meiotic cell cycle",BP,1
GO:0051754,1,0.979202234,0,2,"meiotic sister chromatid cohesion, centromeric",BP,1
GO:0051764,1,0.928475064,0,7,actin crosslink formation,BP,1
GO:0051767,1,0.819638788,0,18,nitric-oxide synthase biosynthetic process,BP,1
GO:0051769,1,0.819638788,0,18,regulation of nitric-oxide synthase biosynthetic process,BP,1
GO:0051770,1,0.848201087,0,15,positive regulation of nitric-oxide synthase biosynthetic process,BP,1
GO:0051771,1,0.955410811,0,4,negative regulation of nitric-oxide synthase biosynthetic process,BP,1
GO:0051775,1,0.905982278,0,9,response to redox state,BP,1
GO:0051780,1,0.988674853,0,1,behavioral response to nutrient,BP,1
GO:0051785,1,0.650607713,0,40,positive regulation of nuclear division,BP,1
GO:0051788,1,0.770792899,0,23,response to misfolded protein,BP,1
GO:0051790,1,0.956155413,0,4,short-chain fatty acid biosynthetic process,BP,1
GO:0051791,1,0.87216656,0,12,medium-chain fatty acid metabolic process,BP,1
GO:0051792,1,0.955461888,0,4,medium-chain fatty acid biosynthetic process,BP,1
GO:0051793,1,0.966369853,0,3,medium-chain fatty acid catabolic process,BP,1
GO:0051794,1,0.988754356,0,1,regulation of timing of catagen,BP,1
GO:0051795,1,0.988754356,0,1,positive regulation of timing of catagen,BP,1
GO:0051797,1,0.902529814,0,9,regulation of hair follicle development,BP,1
GO:0051798,1,0.955499385,0,4,positive regulation of hair follicle development,BP,1
GO:0051799,1,0.977457848,0,2,negative regulation of hair follicle development,BP,1
GO:0051801,1,0.988662931,0,1,cytolysis in other organism involved in symbiotic interaction,BP,1
GO:0051805,1,0.988662831,0,1,evasion or tolerance of immune response of other organism involved in symbiotic interaction,BP,1
GO:0051806,1,0.539299437,0,55,entry into cell of other organism involved in symbiotic interaction,BP,1
GO:0051807,1,0.988662831,0,1,evasion or tolerance of defense response of other organism involved in symbiotic interaction,BP,1
GO:0051808,1,0.988662929,0,1,translocation of peptides or proteins into other organism involved in symbiotic interaction,BP,1
GO:0051818,1,0.892259849,0,10,disruption of cells of other organism involved in symbiotic interaction,BP,1
GO:0051821,1,0.991293742,0,1,dissemination or transmission of organism from other organism involved in symbiotic interaction,BP,1
GO:0051823,1,0.95983147,0,4,regulation of synapse structural plasticity,BP,1
GO:0051828,1,0.539299437,0,55,entry into other organism involved in symbiotic interaction,BP,1
GO:0051832,1,0.968158169,0,3,avoidance of defenses of other organism involved in symbiotic interaction,BP,1
GO:0051834,1,0.968158169,0,3,evasion or tolerance of defenses of other organism involved in symbiotic interaction,BP,1
GO:0051835,1,0.970840913,0,3,positive regulation of synapse structural plasticity,BP,1
GO:0051836,1,0.902439227,0,9,translocation of molecules into other organism involved in symbiotic interaction,BP,1
GO:0051838,1,0.988662931,0,1,cytolysis by host of symbiont cells,BP,1
GO:0051852,1,0.923322636,0,7,disruption by host of symbiont cells,BP,1
GO:0051865,1,0.551769945,0,53,protein autoubiquitination,BP,1
GO:0051866,1,0.988682981,0,1,general adaptation syndrome,BP,1
GO:0051873,1,0.923322636,0,7,killing by host of symbiont cells,BP,1
GO:0051875,1,0.841548992,0,16,pigment granule localization,BP,1
GO:0051881,1,0.488472438,0,64,regulation of mitochondrial membrane potential,BP,1
GO:0051882,1,0.815783481,0,18,mitochondrial depolarization,BP,1
GO:0051883,1,0.892259849,0,10,killing of cells in other organism involved in symbiotic interaction,BP,1
GO:0051884,1,0.988666206,0,1,regulation of timing of anagen,BP,1
GO:0051890,1,0.949389929,0,5,regulation of cardioblast differentiation,BP,1
GO:0051891,1,0.958693863,0,4,positive regulation of cardioblast differentiation,BP,1
GO:0051892,1,0.99029846,0,1,negative regulation of cardioblast differentiation,BP,1
GO:0051895,1,0.854856356,0,15,negative regulation of focal adhesion assembly,BP,1
GO:0051898,1,0.734278713,0,28,negative regulation of protein kinase B signaling,BP,1
GO:0051899,1,0.65809589,0,38,membrane depolarization,BP,1
GO:0051900,1,0.834628518,0,16,regulation of mitochondrial depolarization,BP,1
GO:0051901,1,0.913853312,0,8,positive regulation of mitochondrial depolarization,BP,1
GO:0051902,1,0.966369849,0,3,negative regulation of mitochondrial depolarization,BP,1
GO:0051904,1,0.867157066,0,13,pigment granule transport,BP,1
GO:0051905,1,0.860975276,0,14,establishment of pigment granule localization,BP,1
GO:0051913,1,0.996273998,0,1,regulation of synaptic plasticity by chemical substance,BP,1
GO:0051914,1,0.996273998,0,1,positive regulation of synaptic plasticity by chemical substance,BP,1
GO:0051915,1,0.996273998,0,1,induction of synaptic plasticity by chemical substance,BP,1
GO:0051917,1,0.892421415,0,10,regulation of fibrinolysis,BP,1
GO:0051918,1,0.93408226,0,6,negative regulation of fibrinolysis,BP,1
GO:0051919,1,0.95547148,0,4,positive regulation of fibrinolysis,BP,1
GO:0051923,1,0.894104867,0,10,sulfation,BP,1
GO:0051928,1,0.477316953,0,69,positive regulation of calcium ion transport,BP,1
GO:0051930,1,0.791410535,0,22,regulation of sensory perception of pain,BP,1
GO:0051931,1,0.791410535,0,22,regulation of sensory perception,BP,1
GO:0051932,1,0.788033071,0,22,"synaptic transmission, GABAergic",BP,1
GO:0051933,1,0.980465678,0,2,amino acid neurotransmitter reuptake,BP,1
GO:0051934,1,0.977453218,0,2,catecholamine uptake involved in synaptic transmission,BP,1
GO:0051935,1,0.980465678,0,2,glutamate reuptake,BP,1
GO:0051937,1,0.707800761,0,31,catecholamine transport,BP,1
GO:0051938,1,0.921875969,0,8,L-glutamate import,BP,1
GO:0051939,1,0.989787427,0,1,gamma-aminobutyric acid import,BP,1
GO:0051940,1,0.988662931,0,1,regulation of catecholamine uptake involved in synaptic transmission,BP,1
GO:0051941,1,0.991709211,0,1,regulation of amino acid uptake involved in synaptic transmission,BP,1
GO:0051946,1,0.991709211,0,1,regulation of glutamate uptake involved in transmission of nerve impulse,BP,1
GO:0051952,1,0.621135574,0,43,regulation of amine transport,BP,1
GO:0051953,1,0.863796374,0,13,negative regulation of amine transport,BP,1
GO:0051954,1,0.786580516,0,22,positive regulation of amine transport,BP,1
GO:0051955,1,0.752672878,0,26,regulation of amino acid transport,BP,1
GO:0051956,1,0.924717817,0,7,negative regulation of amino acid transport,BP,1
GO:0051957,1,0.831133167,0,17,positive regulation of amino acid transport,BP,1
GO:0051958,1,0.977456082,0,2,methotrexate transport,BP,1
GO:0051964,1,0.979172569,0,2,negative regulation of synapse assembly,BP,1
GO:0051966,1,0.730985035,0,30,"regulation of synaptic transmission, glutamatergic",BP,1
GO:0051967,1,0.966561616,0,3,"negative regulation of synaptic transmission, glutamatergic",BP,1
GO:0051968,1,0.851305715,0,16,"positive regulation of synaptic transmission, glutamatergic",BP,1
GO:0051969,1,0.924483337,0,7,regulation of transmission of nerve impulse,BP,1
GO:0051970,1,0.988662912,0,1,negative regulation of transmission of nerve impulse,BP,1
GO:0051971,1,0.966369909,0,3,positive regulation of transmission of nerve impulse,BP,1
GO:0051972,1,0.637972487,0,40,regulation of telomerase activity,BP,1
GO:0051973,1,0.723394838,0,29,positive regulation of telomerase activity,BP,1
GO:0051974,1,0.872189914,0,12,negative regulation of telomerase activity,BP,1
GO:0051977,1,0.977452916,0,2,lysophospholipid transport,BP,1
GO:0051984,1,0.793329705,0,21,positive regulation of chromosome segregation,BP,1
GO:0051987,1,0.955786835,0,4,positive regulation of attachment of spindle microtubules to kinetochore,BP,1
GO:0051988,1,0.939473991,0,6,regulation of attachment of spindle microtubules to kinetochore,BP,1
GO:0052027,1,0.988758751,0,1,modulation by symbiont of host signal transduction pathway,BP,1
GO:0052031,1,0.98868615,0,1,modulation by symbiont of host defense response,BP,1
GO:0052040,1,0.944585283,0,5,modulation by symbiont of host programmed cell death,BP,1
GO:0052041,1,0.966370812,0,3,negative regulation by symbiont of host programmed cell death,BP,1
GO:0052042,1,0.966378698,0,3,positive regulation by symbiont of host programmed cell death,BP,1
GO:0052047,1,0.982822751,0,2,interaction with other organism via secreted substance involved in symbiotic interaction,BP,1
GO:0052063,1,0.98868615,0,1,induction by symbiont of defense-related host nitric oxide production,BP,1
GO:0052097,1,0.988823445,0,1,interspecies quorum sensing,BP,1
GO:0052106,1,0.988823445,0,1,quorum sensing involved in interaction with host,BP,1
GO:0052126,1,0.721148646,0,29,movement in host environment,BP,1
GO:0052150,1,0.944585283,0,5,modulation by symbiont of host apoptotic process,BP,1
GO:0052151,1,0.966378698,0,3,positive regulation by symbiont of host apoptotic process,BP,1
GO:0052163,1,0.98868615,0,1,modulation by symbiont of defense-related host nitric oxide production,BP,1
GO:0052173,1,0.935612616,0,6,response to defenses of other organism involved in symbiotic interaction,BP,1
GO:0052192,1,0.721148646,0,29,movement in environment of other organism involved in symbiotic interaction,BP,1
GO:0052199,1,0.98866259,0,1,negative regulation of catalytic activity in other organism involved in symbiotic interaction,BP,1
GO:0052200,1,0.935612616,0,6,response to host defenses,BP,1
GO:0052203,1,0.977452931,0,2,modulation of catalytic activity in other organism involved in symbiotic interaction,BP,1
GO:0052204,1,0.955410552,0,4,negative regulation of molecular function in other organism involved in symbiotic interaction,BP,1
GO:0052213,1,0.988713083,0,1,interaction with symbiont via secreted substance involved in symbiotic interaction,BP,1
GO:0052214,1,0.988662869,0,1,metabolism of substance in other organism involved in symbiotic interaction,BP,1
GO:0052227,1,0.988662869,0,1,catabolism of substance in other organism involved in symbiotic interaction,BP,1
GO:0052229,1,0.988662869,0,1,metabolism of macromolecule in other organism involved in symbiotic interaction,BP,1
GO:0052248,1,0.944585283,0,5,modulation of programmed cell death in other organism involved in symbiotic interaction,BP,1
GO:0052250,1,0.966463412,0,3,modulation of signal transduction in other organism involved in symbiotic interaction,BP,1
GO:0052251,1,0.98868615,0,1,induction by organism of defense response of other organism involved in symbiotic interaction,BP,1
GO:0052255,1,0.98868615,0,1,modulation by organism of defense response of other organism involved in symbiotic interaction,BP,1
GO:0052263,1,0.98868615,0,1,induction by organism of defense-related nitric oxide production in other organism involved in symbiotic interaction,BP,1
GO:0052302,1,0.98868615,0,1,modulation by organism of defense-related nitric oxide production in other organism involved in symbiotic interaction,BP,1
GO:0052314,1,0.988662931,0,1,phytoalexin metabolic process,BP,1
GO:0052330,1,0.966378698,0,3,positive regulation by organism of programmed cell death in other organism involved in symbiotic interaction,BP,1
GO:0052345,1,0.98868615,0,1,positive regulation by organism of defense-related nitric oxide production in other organism involved in symbiotic interaction,BP,1
GO:0052347,1,0.98868615,0,1,positive regulation by symbiont of defense-related host nitric oxide production,BP,1
GO:0052360,1,0.988662869,0,1,catabolism by host of symbiont macromolecule,BP,1
GO:0052361,1,0.988662869,0,1,catabolism by organism of macromolecule in other organism involved in symbiotic interaction,BP,1
GO:0052362,1,0.988662869,0,1,catabolism by host of symbiont protein,BP,1
GO:0052363,1,0.988662869,0,1,catabolism by organism of protein in other organism involved in symbiotic interaction,BP,1
GO:0052364,1,0.988662869,0,1,catabolism by host of substance in symbiont,BP,1
GO:0052403,1,0.98866259,0,1,negative regulation by host of symbiont catalytic activity,BP,1
GO:0052405,1,0.955410552,0,4,negative regulation by host of symbiont molecular function,BP,1
GO:0052416,1,0.988662869,0,1,metabolism by host of symbiont macromolecule,BP,1
GO:0052417,1,0.988662869,0,1,metabolism by host of symbiont protein,BP,1
GO:0052418,1,0.988662869,0,1,metabolism by organism of protein in other organism involved in symbiotic interaction,BP,1
GO:0052419,1,0.988662869,0,1,metabolism by host of substance in symbiont,BP,1
GO:0052422,1,0.977452931,0,2,modulation by host of symbiont catalytic activity,BP,1
GO:0052433,1,0.944585283,0,5,modulation by organism of apoptotic process in other organism involved in symbiotic interaction,BP,1
GO:0052470,1,0.977453199,0,2,modulation by host of symbiont signal transduction pathway,BP,1
GO:0052490,1,0.966370812,0,3,negative regulation by organism of programmed cell death in other organism involved in symbiotic interaction,BP,1
GO:0052501,1,0.966378698,0,3,positive regulation by organism of apoptotic process in other organism involved in symbiotic interaction,BP,1
GO:0052509,1,0.98868615,0,1,positive regulation by symbiont of host defense response,BP,1
GO:0052510,1,0.98868615,0,1,positive regulation by organism of defense response of other organism involved in symbiotic interaction,BP,1
GO:0052525,1,0.977453199,0,2,positive regulation by host of symbiont signal transduction pathway,BP,1
GO:0052526,1,0.977453199,0,2,positive regulation by organism of signal transduction in other organism involved in symbiotic interaction,BP,1
GO:0052550,1,0.988662931,0,1,response to defense-related reactive oxygen species production by other organism involved in symbiotic interaction,BP,1
GO:0052551,1,0.977476333,0,2,response to defense-related nitric oxide production by other organism involved in symbiotic interaction,BP,1
GO:0052552,1,0.98868615,0,1,modulation by organism of immune response of other organism involved in symbiotic interaction,BP,1
