PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,CHEMSPIDER,KEGG,HMDB_ID,P_value,qvalues,abs(fold_change),fold_change,getVipVn.serum_mixture.oplsda.
2541,1-palmitoleoylglycerol (16:1)*,Lipid,Monoacylglycerol,52431,LC/MS Neg,100008952,6094,253.21727,NA,NA,NA,NA,HMDB11565,0.956443238,0.626060501,0.98834414,-2.023586643,0.065930497
16,threonine,Amino Acid,"Glycine, Serine and Threonine Metabolism",1284,LC/MS Pos Early,564,1514,120.06552,72-19-5,6288,6051,C00188,HMDB00167,0.902719251,0.611324159,1.015590685,1.015590685,0.063380245
446,"N,N,N-trimethyl-alanylproline betaine (TMAP)",Amino Acid,Urea cycle; Arginine and Proline Metabolism,62947,LC/MS Pos Early,100020217,2470,229.15467,NA,NA,NA,NA,NA,0.950748309,0.626060501,1.006644727,1.006644727,0.0631829
2091,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,Lipid,Phosphatidylcholine (PC),52710,LC/MS Pos Late,100009131,1969,806.56944,NA,NA,24766809,NA,HMDB08147,0.865733176,0.602106364,0.999788943,-2.000422204,0.060152818
4075,4-ethylcatechol sulfate,Xenobiotics,Benzoate Metabolism,63072,LC/MS Neg,100020536,3379,217.01761,NA,NA,NA,NA,NA,0.944485083,0.624990061,1.026778937,1.026778937,0.054679081
2783,lignoceroyl sphingomyelin (d18:1/24:0),Lipid,Sphingomyelins,57330,LC/MS Pos Late,100006298,3437,815.70006,60037-60-7,NA,24846875,NA,NA,0.91101995,0.611324159,0.999288973,-2.001423066,0.053991095
172,phenol glucuronide,Amino Acid,Tyrosine Metabolism,52747,LC/MS Neg,100006679,1800,269.06667,17685-05-1,87235,78692,NA,HMDB60014,0.900930234,0.611324159,1.018236548,1.018236548,0.05310209
1341,margarate (17:0),Lipid,Long Chain Saturated Fatty Acid,1121,LC/MS Neg,891,5731,269.2486,506-12-7,10465,10033,NA,HMDB02259,0.936998816,0.622626886,1.001740928,1.001740928,0.052191152
2798,"sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*",Lipid,Sphingomyelins,57481,LC/MS Pos Late,100006293,2039,755.60615,NA,NA,NA,NA,NA,0.934654176,0.6219351,0.99906734,-2.001867061,0.051132301
78,carnosine,Amino Acid,Histidine Metabolism,1768,LC/MS Pos Early,249,2942,227.11387,305-84-0,439224,388363,C00386,HMDB00033,0.972951132,0.629276899,1.058877796,1.058877796,0.048813963
3840,3-ureidopropionate,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3155,LC/MS Pos Early,1053,875,133.06077,462-88-4,111,109,C02642,HMDB00026,0.931741499,0.620862872,1.04026482,1.04026482,0.047041698
2733,glycosyl-N-stearoyl-sphingosine (d18:1/18:0),Lipid,Hexosylceramides (HCER),52234,LC/MS Pos Late,100001882,3053,728.6035,NA,NA,NA,NA,NA,0.981045591,0.633370781,1.056117712,1.056117712,0.046458689
2753,"glycosyl ceramide (d18:1/20:0, d16:1/22:0)*",Lipid,Hexosylceramides (HCER),57595,LC/MS Pos Late,100015882,3414,756.6348,NA,NA,NA,NA,NA,0.900414986,0.611324159,1.035084021,1.035084021,0.040909595
1899,stearoyl ethanolamide,Lipid,Endocannabinoid,38625,LC/MS Pos Late,100002254,1787,328.32101,111-57-9,27902,25958,NA,HMDB13078,0.988496854,0.633950203,1.01734237,1.01734237,0.039940587
9,serine,Amino Acid,"Glycine, Serine and Threonine Metabolism",1648,LC/MS Pos Early,503,1239,106.04987,56-45-1,5951,5736,C00065,HMDB00187,0.995860429,0.636049838,1.005291598,1.005291598,0.03983154
88,1-ribosyl-imidazoleacetate*,Amino Acid,Histidine Metabolism,61868,LC/MS Pos Early,100001668,2006,259.09247,29605-99-0,5117448,4292299,C05131,HMDB02331,0.944435626,0.624990061,1.002196423,1.002196423,0.036401315
1484,2-hydroxyglutarate,Lipid,"Fatty Acid, Dicarboxylate",37253,LC/MS Polar,100002070,3352.8,147.02989,40951-21-1,43,42,C02630,HMDB0059655,0.970661178,0.629220869,1.004975406,1.004975406,0.036140669
2795,"sphingomyelin (d18:1/19:0, d19:1/18:0)*",Lipid,Sphingomyelins,57475,LC/MS Pos Late,100015787,2330,745.62178,NA,NA,NA,NA,NA,0.918678139,0.615055379,1.067710131,1.067710131,0.032352723
4090,4-ethylphenylsulfate,Xenobiotics,Benzoate Metabolism,36099,LC/MS Neg,100001756,3580,201.0227,123-07-9,NA,NA,C13637,HMDB62551,0.973385513,0.629276899,1.020696469,1.020696469,0.027531109
435,N-delta-acetylornithine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,43249,LC/MS Neg,100004523,858,173.09316,NA,9920500,8096135,NA,NA,0.948383345,0.626060501,0.986788712,-2.026776326,0.019821648
1,glycine,Amino Acid,"Glycine, Serine and Threonine Metabolism",58,LC/MS Pos Early,340,1375,76.03931,56-40-6,750,730,C00037,HMDB00123,0.99534859,0.636049838,0.995283563,-2.009477575,0.019586235
2075,1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*,Lipid,Phosphatidylcholine (PC),52453,LC/MS Pos Late,100008981,2165,784.58509,NA,NA,NA,NA,NA,0.991464618,0.63494224,0.991728293,-2.016681397,0.017573452
4092,4-vinylphenol sulfate,Xenobiotics,Benzoate Metabolism,36098,LC/MS Neg,100001755,3320,199.00705,2628-17-3,6426766,4932200,C05627,HMDB62775,0.957912615,0.626060501,1.058415943,1.058415943,0.01427215
2358,1-palmitoyl-GPE (16:0),Lipid,Lysophospholipid,35631,LC/MS Pos Late,100001567,1544,454.29282,53862-35-4,9547069,7826019,NA,HMDB11503,0.953027552,0.626060501,1.003506084,1.003506084,0.01213409
1399,adrenate (22:4n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),32980,LC/MS Neg,100001193,5678,331.26425,2091-25-0,5497181,4445971,C16527,HMDB02226,0.987279564,0.633950203,0.997470988,-2.005070848,0.009436677
5334,"2,2'-Methylenebis(6-tert-butyl-p-cresol)",Xenobiotics,Chemical,62885,LC/MS Polar,100020373,703,339.23295,119-47-1,8398,8092,NA,NA,0.98399465,0.633560075,0.630633465,-3.171414319,0.00852537
2867,cholesterol,Lipid,Sterol,63,LC/MS Pos Late,266,2707,369.35159,57-88-5,11025495,4937803,C00187,HMDB00067,0.988586802,0.633950203,1.035071049,1.035071049,0.007868828
2408,1-linoleoyl-GPG (18:2)*,Lipid,Lysophospholipid,54885,LC/MS Neg,100009227,5516,507.27284,NA,NA,NA,NA,NA,0.899175415,0.611324159,0.95917512,-2.085124976,0.006263846
2895,campesterol,Lipid,Sterol,33997,LC/MS Pos Late,100001269,2873,383.36724,474-62-4,173183,151215,C01789,HMDB02869,0.982877886,0.633560075,1.04824547,1.04824547,0.005569138
